ad_id,type,area,bedrooms,bathrooms,level,furnished,rent,city,region,price
Ad id 194104554,apartment,125.0,3,1,8,yes,yes,alexandria,sidi beshr,6000.0
Ad id 194320432,apartment,120.0,3,1,6,no,yes,cairo,nasr city,3800.0
Ad id 192673511,room,200.0,5,2,5,yes,yes,cairo,nasr city,2350.0
Ad id 194358104,apartment,195.0,3,2,5,no,no,cairo,new cairo - el tagamoa,1500000.0
Ad id 194301613,apartment,130.0,2,2,4,no,no,cairo,new cairo - el tagamoa,530000.0
Ad id 194270094,duplex,300.0,5,4,ground,no,no,cairo,new cairo - el tagamoa,6000000.0
Ad id 194306778,duplex,240.0,3,2,5,,no,alexandria,nakheel,590000.0
Ad id 194280599,apartment,100.0,2,1,4,no,yes,giza,boulaq dakrour,1750.0
Ad id 194137559,room,20.0,1,1,4,yes,yes,cairo,hadayek al-kobba,1500.0
Ad id 194269092,apartment,116.0,3,2,3,no,no,cairo,madinaty,2300000.0
Ad id 194318509,apartment,116.0,3,2,2,,no,cairo,madinaty,2400000.0
Ad id 194360484,apartment,168.0,3,3,3,no,no,cairo,new cairo - el tagamoa,3700000.0
Ad id 194094378,apartment,230.0,3,3,2,,yes,giza,sheikh zayed,15000.0
Ad id 194236055,duplex,240.0,3,2,ground,yes,yes,cairo,shorouk city,8000.0
Ad id 194303056,apartment,140.0,2,2,2,yes,yes,cairo,new cairo - el tagamoa,23000.0
Ad id 194268092,apartment,220.0,3,3,1,no,no,cairo,new cairo - el tagamoa,4235000.0
Ad id 194308499,apartment,200.0,3,3,4,no,no,cairo,obour city,1100000.0
Ad id 194317368,apartment,90.0,2,1,4,,yes,cairo,rehab city,13000.0
Ad id 194197530,duplex,310.0,3,3,ground,,no,cairo,new cairo - el tagamoa,3159000.0
Ad id 194278103,apartment,120.0,2,1,1,,yes,cairo,gesr al suez,5000.0
Ad id 194277915,duplex,120.0,3,2,8,no,no,alexandria,sidi beshr,850000.0
Ad id 194317152,apartment,179.0,3,3,2,no,no,giza,6th of october,5600000.0
Ad id 192340341,apartment,100.0,2,2,2,no,no,cairo,shorouk city,300000.0
Ad id 194100493,apartment,89.0,2,2,3,no,yes,cairo,madinaty,5000.0
Ad id 194328596,apartment,198.0,3,3,2,yes,yes,giza,sheikh zayed,33000.0
Ad id 194282681,apartment,160.0,3,2,2,,no,cairo,new cairo - el tagamoa,1850000.0
Ad id 194317929,studio,50.0,1,1,4,yes,yes,giza,sheikh zayed,13000.0
Ad id 193944499,apartment,180.0,2,2,6,,yes,alexandria,nakheel,1600.0
Ad id 193087245,apartment,120.0,2,1,4,,yes,cairo,nasr city,7000.0
Ad id 194149151,apartment,90.0,2,1,3,yes,yes,cairo,rehab city,9000.0
Ad id 194088915,apartment,210.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 194287783,apartment,70.0,2,1,1,yes,yes,cairo,madinaty,8500.0
Ad id 194377270,apartment,350.0,4,2,10+,no,yes,alexandria,laurent,21000.0
Ad id 194229983,apartment,116.0,3,2,1,yes,yes,cairo,madinaty,17000.0
Ad id 194336877,apartment,140.0,3,2,3,yes,yes,cairo,madinaty,17000.0
Ad id 192406274,apartment,200.0,3,3,1,yes,yes,cairo,new cairo - el tagamoa,16000.0
Ad id 194380623,apartment,155.0,3,2,10,no,no,alexandria,sporting,2300000.0
Ad id 194322841,apartment,220.0,3,2,2,,no,cairo,new cairo - el tagamoa,2600000.0
Ad id 194148220,apartment,198.0,3,3,1,no,yes,giza,sheikh zayed,19500.0
Ad id 194269329,apartment,166.0,3,2,2,no,no,cairo,new cairo - el tagamoa,1677000.0
Ad id 194277369,apartment,80.0,2,1,1,no,no,alexandria,sidi beshr,585000.0
Ad id 194360246,apartment,182.0,3,3,3,no,no,giza,sheikh zayed,1650000.0
Ad id 194298925,apartment,250.0,3,2,3,no,no,giza,sheikh zayed,1800000.0
Ad id 194156664,apartment,134.0,3,2,ground,no,yes,giza,sheikh zayed,14000.0
Ad id 194287464,apartment,177.0,4,4,3,no,no,cairo,new cairo - el tagamoa,5633000.0
Ad id 194267605,apartment,240.0,4,2,6,,yes,alexandria,camp caesar,8500.0
Ad id 194314721,apartment,155.0,3,3,2,no,no,cairo,rehab city,2750000.0
Ad id 194317340,apartment,140.0,3,3,5,no,no,giza,sheikh zayed,400000.0
Ad id 194271832,apartment,145.0,3,1,4,no,yes,cairo,helwan,3000.0
Ad id 194386018,apartment,184.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1828000.0
Ad id 192991498,apartment,350.0,3,3,2,no,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 192808181,apartment,65.0,2,1,10+,yes,yes,alexandria,abu qir,2500.0
Ad id 194164624,apartment,155.0,3,3,3,no,yes,cairo,rehab city,7000.0
Ad id 194267778,apartment,500.0,4,3,ground,,no,giza,sheikh zayed,2500000.0
Ad id 194342303,apartment,154.0,3,2,ground,,no,cairo,new cairo - el tagamoa,1663000.0
Ad id 194150907,apartment,150.0,3,2,2,,yes,cairo,rehab city,8000.0
Ad id 194193505,apartment,70.0,2,1,1,yes,yes,cairo,madinaty,8500.0
Ad id 194195297,apartment,160.0,2,2,ground,yes,yes,cairo,new cairo - el tagamoa,50000.0
Ad id 194332323,apartment,110.0,3,1,5,no,no,damietta,new damietta,180000.0
Ad id 194290086,apartment,164.0,3,2,3,no,no,cairo,new cairo - el tagamoa,2100000.0
Ad id 192642384,apartment,140.0,3,2,3,no,no,alexandria,nakheel,400000.0
Ad id 194247620,apartment,120.0,2,1,8,yes,yes,cairo,sheraton,7500.0
Ad id 193821894,apartment,133.0,2,2,1,no,no,cairo,new cairo - el tagamoa,5650000.0
Ad id 194289938,apartment,164.0,3,2,2,,no,cairo,obour city,2680000.0
Ad id 194282111,apartment,320.0,4,4,6,no,no,cairo,nasr city,2350000.0
Ad id 194304572,apartment,190.0,3,2,8,,no,cairo,zahraa al maadi,1700000.0
Ad id 194270476,apartment,128.0,2,1,2,no,no,cairo,new cairo - el tagamoa,3740000.0
Ad id 194323665,apartment,125.0,2,1,6,,no,cairo,mokattam,730000.0
Ad id 194309438,apartment,160.0,3,2,3,,no,cairo,maadi,1200000.0
Ad id 194285024,apartment,195.0,3,3,2,,no,giza,6th of october,252000.0
Ad id 194250706,apartment,131.0,3,2,2,yes,yes,cairo,madinaty,16000.0
Ad id 194289217,duplex,460.0,4,4,4,no,no,cairo,madinaty,8000000.0
Ad id 194359199,apartment,108.0,2,1,6,yes,yes,cairo,nasr city,598.0
Ad id 194200653,apartment,60.0,2,1,6,,yes,giza,haram,1300.0
Ad id 194305866,apartment,125.0,2,3,1,yes,yes,giza,sheikh zayed,30000.0
Ad id 194180283,apartment,114.0,3,2,1,no,yes,cairo,madinaty,5500.0
Ad id 194161586,apartment,201.0,3,3,5,no,no,alexandria,smoha,6813900.0
Ad id 194061076,apartment,160.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,3320000.0
Ad id 194363815,duplex,210.0,3,3,ground,,no,giza,6th of october,520000.0
Ad id 194042699,apartment,220.0,3,3,5,no,no,cairo,new capital city,260010.0
Ad id 194247709,apartment,120.0,2,1,6,no,yes,cairo,sheraton,5500.0
Ad id 194302782,duplex,376.0,4,3,ground,no,no,cairo,new cairo - el tagamoa,5300000.0
Ad id 175977096,apartment,225.0,3,3,8,no,no,cairo,nasr city,1850000.0
Ad id 194247302,apartment,220.0,3,2,2,yes,yes,cairo,heliopolis,14000.0
Ad id 192571630,apartment,205.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2562000.0
Ad id 194234222,apartment,170.0,2,3,5,yes,yes,cairo,new cairo - el tagamoa,32000.0
Ad id 194181212,apartment,180.0,3,2,1,,yes,giza,sheikh zayed,8000.0
Ad id 194313706,apartment,137.0,2,2,2,,no,giza,sheikh zayed,3600000.0
Ad id 194160773,apartment,100.0,2,1,2,yes,yes,cairo,badr city,3500.0
Ad id 194112718,apartment,112.0,3,2,2,yes,yes,giza,sheikh zayed,17000.0
Ad id 194293783,apartment,130.0,2,2,2,no,no,alexandria,nakheel,330000.0
Ad id 194088094,apartment,175.0,4,1,8,no,yes,cairo,helmeyat el zaytoun,5000.0
Ad id 194282828,apartment,150.0,3,2,4,no,no,cairo,new cairo - el tagamoa,2992000.0
Ad id 194178661,apartment,250.0,3,3,ground,yes,yes,cairo,new cairo - el tagamoa,17000.0
Ad id 194351521,duplex,400.0,4,3,1,,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194134126,apartment,98.0,2,1,ground,no,yes,cairo,madinaty,6000.0
Ad id 194361188,apartment,255.0,4,4,1,no,no,cairo,madinaty,5000000.0
Ad id 193658782,apartment,189.0,3,2,4,no,no,cairo,new cairo - el tagamoa,1425000.0
Ad id 194304690,apartment,190.0,3,3,5,no,no,cairo,new capital city,3372633.0
Ad id 194308193,apartment,185.0,3,1,4,no,no,giza,dokki,1450000.0
Ad id 194260009,apartment,140.0,3,2,3,no,no,cairo,maadi,1750000.0
Ad id 192862298,apartment,210.0,3,3,1,,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194299547,studio,88.0,1,1,ground,no,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 194289677,apartment,238.0,3,3,4,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194312025,apartment,120.0,2,1,2,no,no,alexandria,nakheel,360000.0
Ad id 158726064,apartment,150.0,3,2,3,,no,giza,6th of october,755000.0
Ad id 186708451,apartment,191.0,2,3,1,,yes,giza,6th of october,20000.0
Ad id 194322371,apartment,77.0,2,1,1,,no,cairo,madinaty,540000.0
Ad id 194237464,apartment,95.0,2,1,2,no,no,alexandria,nakheel,230000.0
Ad id 194344377,apartment,120.0,2,1,2,yes,yes,south sinai,sharm al-sheikh,3000.0
Ad id 194247745,apartment,156.0,2,2,1,,yes,cairo,new cairo - el tagamoa,16000.0
Ad id 194196870,apartment,170.0,3,2,4,,no,alexandria,cleopatra,2000000.0
Ad id 194254401,apartment,160.0,3,1,ground,no,yes,alexandria,agami,2200.0
Ad id 194302550,apartment,170.0,3,2,ground,yes,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194014281,apartment,148.0,2,3,2,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194261957,apartment,140.0,3,2,4,no,yes,cairo,madinaty,7000.0
Ad id 194235509,apartment,134.0,3,2,2,no,yes,giza,sheikh zayed,14000.0
Ad id 194145032,apartment,150.0,3,2,2,no,yes,giza,sheikh zayed,11000.0
Ad id 194360738,apartment,130.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,3000.0
Ad id 194251285,apartment,138.0,2,2,2,no,no,cairo,mostakbal city,2000000.0
Ad id 191797863,apartment,181.0,3,1,2,,no,cairo,new cairo - el tagamoa,1728000.0
Ad id 194322882,apartment,220.0,3,3,1,,no,cairo,new cairo - el tagamoa,2850000.0
Ad id 192401866,apartment,50.0,1,1,1,yes,yes,south sinai,sharm al-sheikh,2000.0
Ad id 193935122,apartment,226.0,4,4,2,no,no,cairo,new capital city,2825000.0
Ad id 194189342,apartment,233.0,2,2,2,no,no,giza,6th of october,2500000.0
Ad id 194117933,apartment,133.0,3,2,1,no,yes,cairo,madinaty,12000.0
Ad id 194093056,apartment,160.0,3,2,4,,yes,cairo,downtown cairo,10000.0
Ad id 194112992,apartment,130.0,2,2,2,,yes,cairo,nasr city,6000.0
Ad id 194361380,apartment,200.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194286905,apartment,96.0,2,2,2,yes,yes,cairo,madinaty,10000.0
Ad id 194318045,apartment,80.0,2,1,1,,yes,alexandria,mandara,200.0
Ad id 194316444,apartment,205.0,3,3,1,no,no,giza,6th of october,1280000.0
Ad id 194152867,apartment,165.0,2,1,ground,no,yes,cairo,new cairo - el tagamoa,6000.0
Ad id 193786289,apartment,180.0,3,2,ground,,no,cairo,obour city,1300000.0
Ad id 194295255,apartment,100.0,2,1,ground,yes,yes,cairo,madinaty,12000.0
Ad id 194375141,apartment,250.0,3,1,2,yes,yes,alexandria,mandara,250.0
Ad id 194271377,apartment,89.0,2,2,ground,yes,yes,cairo,madinaty,12000.0
Ad id 194054914,apartment,120.0,2,1,2,yes,yes,alexandria,mandara,250.0
Ad id 194212543,apartment,130.0,3,1,ground,no,no,cairo,new cairo - el tagamoa,800000.0
Ad id 194209216,apartment,237.0,3,3,1,no,yes,giza,sheikh zayed,23000.0
Ad id 194249174,apartment,245.0,3,2,3,yes,yes,cairo,rehab city,12000.0
Ad id 194294628,apartment,174.0,2,2,3,no,no,cairo,new cairo - el tagamoa,3098000.0
Ad id 194048561,duplex,300.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 193820059,apartment,200.0,3,2,7,no,no,alexandria,azarita,3650000.0
Ad id 194319297,apartment,200.0,3,3,3,no,no,alexandria,laurent,3250000.0
Ad id 193998279,apartment,200.0,3,2,4,,yes,cairo,heliopolis,1000.0
Ad id 194300289,apartment,100.0,2,1,1,no,no,cairo,sheraton,850000.0
Ad id 194211875,apartment,116.0,3,2,3,no,yes,cairo,madinaty,6500.0
Ad id 194379311,apartment,187.0,3,3,1,no,no,cairo,new cairo - el tagamoa,5400000.0
Ad id 194196010,apartment,207.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194170248,apartment,150.0,3,1,4,no,yes,cairo,downtown cairo,8000.0
Ad id 194179678,apartment,177.0,3,2,4,no,no,alexandria,smoha,4284000.0
Ad id 193576647,apartment,150.0,3,1,8,,yes,cairo,maadi,8500.0
Ad id 193856290,apartment,200.0,3,2,3,no,yes,alexandria,sidi beshr,7000.0
Ad id 194227595,apartment,300.0,4,4,ground,no,yes,giza,sheikh zayed,27000.0
Ad id 194271111,studio,60.0,1,1,ground,yes,yes,cairo,rehab city,16000.0
Ad id 194343399,apartment,90.0,2,1,2,yes,yes,cairo,rehab city,15000.0
Ad id 192512046,apartment,108.0,3,2,3,yes,yes,cairo,rehab city,18000.0
Ad id 194315515,apartment,135.0,3,1,8,no,no,alexandria,sidi beshr,1250000.0
Ad id 194316837,apartment,90.0,2,2,4,no,no,cairo,madinaty,1750000.0
Ad id 194356910,apartment,300.0,7,3,3,no,yes,cairo,nasr city,20000.0
Ad id 194317725,duplex,360.0,4,4,ground,no,no,giza,sheikh zayed,2650000.0
Ad id 194287037,apartment,127.0,3,2,3,,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194320651,apartment,127.0,2,1,3,no,no,cairo,new cairo - el tagamoa,600000.0
Ad id 194201938,apartment,120.0,3,1,3,yes,no,alexandria,miami,1250000.0
Ad id 194194329,apartment,78.0,2,1,2,yes,yes,cairo,madinaty,11000.0
Ad id 194252080,apartment,150.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194178493,studio,94.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,28000.0
Ad id 194263576,apartment,140.0,3,2,10+,,yes,alexandria,miami,900.0
Ad id 194351061,apartment,210.0,3,3,2,,no,cairo,new cairo - el tagamoa,373000.0
Ad id 194129248,apartment,116.0,3,2,5,no,yes,cairo,madinaty,7000.0
Ad id 194321627,duplex,218.0,4,2,1,no,no,giza,sheikh zayed,2408900.0
Ad id 194160857,apartment,150.0,3,1,8,,yes,cairo,gesr al suez,5500.0
Ad id 194173788,apartment,220.0,3,2,3,yes,yes,cairo,zahraa al maadi,18000.0
Ad id 194317587,apartment,155.0,3,2,1,no,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194298970,apartment,233.0,3,2,1,no,no,giza,sheikh zayed,1172000.0
Ad id 194313494,apartment,200.0,3,3,ground,,no,cairo,new cairo - el tagamoa,3414000.0
Ad id 194353602,apartment,131.0,3,2,1,no,yes,cairo,rehab city,7500.0
Ad id 194207581,apartment,350.0,4,2,10+,no,no,alexandria,laurent,4500000.0
Ad id 194148102,apartment,250.0,3,2,3,yes,yes,cairo,new nozha,6700.0
Ad id 194149984,apartment,140.0,3,2,4,no,yes,cairo,new cairo - el tagamoa,3700.0
Ad id 194286173,apartment,141.0,3,2,4,no,no,giza,hadayek al-ahram,950000.0
Ad id 194367006,apartment,82.0,2,1,ground,no,yes,cairo,madinaty,6000.0
Ad id 194232902,apartment,160.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3600000.0
Ad id 194344171,apartment,165.0,3,3,4,no,no,cairo,madinaty,3200000.0
Ad id 193945187,apartment,125.0,3,2,10,yes,yes,alexandria,shatby,17000.0
Ad id 194316265,penthouse,206.0,4,4,5,no,no,cairo,new cairo - el tagamoa,2750000.0
Ad id 194110557,apartment,250.0,3,3,5,yes,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194247761,apartment,100.0,3,1,5,yes,yes,cairo,nasr city,4200.0
Ad id 194163651,apartment,145.0,2,2,7,yes,yes,cairo,heliopolis,12000.0
Ad id 194300172,apartment,320.0,3,3,2,no,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 194273188,apartment,141.0,3,2,2,no,no,cairo,new cairo - el tagamoa,350000.0
Ad id 194314276,apartment,230.0,3,2,2,,no,cairo,obour city,1750000.0
Ad id 194337857,apartment,125.0,2,1,2,no,no,cairo,new cairo - el tagamoa,3500000.0
Ad id 194310723,apartment,186.0,3,2,3,,no,cairo,new cairo - el tagamoa,1600000.0
Ad id 194149987,duplex,278.0,3,4,ground,,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194295009,apartment,96.0,2,2,4,no,no,cairo,madinaty,1900000.0
Ad id 194268358,apartment,130.0,2,2,3,no,no,cairo,new cairo - el tagamoa,2708103.0
Ad id 194186078,apartment,160.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,8500.0
Ad id 190869505,apartment,270.0,3,2,3,,no,giza,sheikh zayed,1900000.0
Ad id 194316439,penthouse,191.0,3,3,highest,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194334041,apartment,175.0,3,3,6,,yes,cairo,madinaty,9000.0
Ad id 194128122,apartment,170.0,3,2,5,no,yes,cairo,sheraton,10000.0
Ad id 194266420,apartment,120.0,3,1,1,,yes,cairo,new cairo - el tagamoa,4700.0
Ad id 194325030,apartment,188.0,3,3,3,no,no,cairo,new cairo - el tagamoa,3500000.0
Ad id 194271199,apartment,200.0,4,3,3,no,yes,cairo,madinaty,10000.0
Ad id 192894536,apartment,184.0,3,3,2,no,no,cairo,new cairo - el tagamoa,1500000.0
Ad id 194299937,apartment,200.0,3,2,ground,,no,cairo,shorouk city,1200000.0
Ad id 194267580,apartment,230.0,4,3,1,no,yes,cairo,rehab city,18000.0
Ad id 194275212,apartment,180.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,12000.0
Ad id 194283129,apartment,145.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 193615102,apartment,120.0,2,2,9,yes,yes,alexandria,sidi gaber,700.0
Ad id 194298489,apartment,200.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,6200.0
Ad id 194321595,apartment,156.0,2,3,2,,no,giza,sheikh zayed,990000.0
Ad id 194288022,apartment,205.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,22000.0
Ad id 194299278,apartment,200.0,3,3,2,no,no,cairo,new cairo - el tagamoa,5250000.0
Ad id 194331790,apartment,13.0,3,3,1,no,yes,giza,sheikh zayed,13000.0
Ad id 194320762,apartment,133.0,3,2,4,yes,yes,cairo,rehab city,16000.0
Ad id 194068171,apartment,110.0,2,1,10+,no,yes,alexandria,sidi gaber,5000.0
Ad id 194137817,apartment,120.0,2,1,6,no,yes,cairo,nasr city,4000.0
Ad id 192388028,apartment,140.0,3,2,ground,no,no,giza,hadayek 6th of october,2100000.0
Ad id 194335414,apartment,198.0,3,3,2,,no,giza,6th of october,1673000.0
Ad id 194285343,apartment,165.0,3,2,2,,no,cairo,new cairo - el tagamoa,5519000.0
Ad id 194320202,apartment,100.0,2,1,4,no,no,cairo,new cairo - el tagamoa,740000.0
Ad id 194118330,apartment,190.0,4,2,ground,no,no,cairo,new cairo - el tagamoa,2600000.0
Ad id 194334408,apartment,200.0,3,3,5,no,yes,cairo,madinaty,10000.0
Ad id 194269645,apartment,214.0,4,3,4,,no,cairo,new cairo - el tagamoa,3300000.0
Ad id 194274415,apartment,144.0,3,2,2,no,no,cairo,shorouk city,980000.0
Ad id 194232569,apartment,160.0,3,2,1,yes,yes,cairo,new cairo - el tagamoa,72000.0
Ad id 194344354,apartment,225.0,3,2,2,,no,cairo,new cairo - el tagamoa,2750000.0
Ad id 194246255,apartment,160.0,3,2,2,,no,cairo,new cairo - el tagamoa,900000.0
Ad id 194162130,apartment,114.0,2,2,3,no,no,alexandria,sporting,3078000.0
Ad id 194199019,penthouse,185.0,3,4,5,no,no,cairo,new cairo - el tagamoa,2453000.0
Ad id 194135190,apartment,108.0,3,2,ground,no,yes,cairo,katameya,10000.0
Ad id 194117418,apartment,150.0,3,2,3,yes,yes,giza,6th of october,1000.0
Ad id 194082408,apartment,185.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 184636677,penthouse,262.0,3,3,6,no,no,cairo,new cairo - el tagamoa,4500000.0
Ad id 194375315,apartment,200.0,3,3,2,no,no,cairo,new cairo - el tagamoa,2700000.0
Ad id 194224216,apartment,100.0,2,1,4,no,no,alexandria,nakheel,260000.0
Ad id 194302750,apartment,131.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194198639,apartment,190.0,3,2,ground,no,yes,giza,sheikh zayed,15000.0
Ad id 176141040,apartment,220.0,4,3,2,no,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 177580257,apartment,217.0,3,3,1,no,no,cairo,obour city,1845000.0
Ad id 194164261,apartment,100.0,2,1,2,no,yes,cairo,sheraton,6000.0
Ad id 184234084,apartment,210.0,3,3,8,no,no,alexandria,cleopatra,5200000.0
Ad id 194319725,apartment,148.0,2,3,2,no,yes,cairo,new cairo - el tagamoa,19000.0
Ad id 193910977,apartment,170.0,3,2,3,no,yes,giza,sheikh zayed,15000.0
Ad id 194285470,apartment,160.0,2,2,4,yes,yes,cairo,rehab city,10000.0
Ad id 194277212,apartment,120.0,2,1,4,no,no,alexandria,nakheel,365000.0
Ad id 194150969,apartment,200.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 194241648,apartment,230.0,3,3,6,no,yes,alexandria,roushdy,12000.0
Ad id 194250983,apartment,380.0,6,3,10,no,yes,cairo,nasr city,18000.0
Ad id 193973008,apartment,133.0,2,2,2,,no,cairo,new cairo - el tagamoa,2920000.0
Ad id 194316040,penthouse,220.0,4,3,ground,,no,cairo,new cairo - el tagamoa,7400000.0
Ad id 194206996,apartment,250.0,4,3,2,no,yes,cairo,rehab city,17000.0
Ad id 194024692,duplex,255.0,3,3,ground,,no,cairo,new cairo - el tagamoa,6500000.0
Ad id 194060232,apartment,110.0,2,1,3,no,yes,alexandria,mandara,3500.0
Ad id 194367436,apartment,172.0,2,2,2,no,yes,giza,6th of october,17000.0
Ad id 194391945,apartment,105.0,2,1,3,,no,alexandria,nakheel,295000.0
Ad id 194305437,apartment,180.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1605000.0
Ad id 194366597,apartment,170.0,3,2,1,no,yes,giza,sheikh zayed,8000.0
Ad id 194181685,apartment,120.0,2,1,9,no,yes,cairo,sheraton,5000.0
Ad id 194289173,apartment,105.0,2,2,3,no,no,cairo,new cairo - el tagamoa,250000.0
Ad id 194366518,apartment,375.0,3,2,highest,,no,alexandria,smoha,4262000.0
Ad id 194363239,apartment,206.0,3,3,1,no,no,giza,6th of october,1586200.0
Ad id 181923621,apartment,165.0,3,2,4,,no,cairo,new cairo - el tagamoa,265000.0
Ad id 194364653,apartment,125.0,3,2,10+,,no,cairo,helmeyat el zaytoun,740000.0
Ad id 194363729,apartment,147.0,2,1,2,no,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 194363656,duplex,255.0,4,3,ground,no,no,cairo,new cairo - el tagamoa,8000000.0
Ad id 194029775,apartment,175.0,3,3,2,,no,giza,6th of october,1400000.0
Ad id 192310538,apartment,145.0,3,2,1,no,no,cairo,badr city,700000.0
Ad id 194263865,apartment,130.0,2,1,3,yes,yes,cairo,downtown cairo,18000.0
Ad id 194283405,apartment,110.0,2,2,ground,,yes,cairo,rehab city,6500.0
Ad id 194238999,apartment,57.0,1,1,3,no,no,cairo,new cairo - el tagamoa,1091000.0
Ad id 194319690,apartment,180.0,3,2,2,,no,cairo,new capital city,2400000.0
Ad id 194255783,apartment,105.0,2,1,10+,yes,yes,alexandria,mandara,550.0
Ad id 194114227,apartment,91.0,2,1,ground,no,yes,cairo,madinaty,4700.0
Ad id 194274755,duplex,368.0,4,4,ground,no,no,cairo,new cairo - el tagamoa,2660000.0
Ad id 194287595,apartment,190.0,3,2,3,,no,giza,hadayek al-ahram,1290000.0
Ad id 194299258,apartment,130.0,3,2,1,no,no,cairo,new cairo - el tagamoa,1100000.0
Ad id 194324820,apartment,115.0,3,2,8,yes,no,matruh,marsa matrouh,1300000.0
Ad id 194260243,apartment,115.0,3,1,4,no,no,cairo,new cairo - el tagamoa,240000.0
Ad id 194204567,apartment,133.0,2,2,3,,yes,cairo,new cairo - el tagamoa,17000.0
Ad id 194298317,apartment,160.0,3,2,2,,no,cairo,new cairo - el tagamoa,4411000.0
Ad id 194202158,apartment,135.0,3,1,ground,,no,alexandria,sidi beshr,1100000.0
Ad id 194256818,apartment,175.0,2,2,8,,no,cairo,maadi,1350000.0
Ad id 194294761,apartment,140.0,3,1,7,yes,yes,alexandria,glim,8500.0
Ad id 194320713,apartment,175.0,3,3,3,no,no,cairo,new capital city,2100000.0
Ad id 194131472,apartment,90.0,2,1,2,no,yes,cairo,new cairo - el tagamoa,2200.0
Ad id 194274067,apartment,135.0,2,1,2,no,no,cairo,new capital city,225000.0
Ad id 194166872,apartment,150.0,2,2,3,no,no,alexandria,laurent,1600000.0
Ad id 194301486,apartment,188.0,3,3,1,no,no,cairo,new capital city,2593250.0
Ad id 185801523,apartment,125.0,3,1,10+,yes,yes,alexandria,smoha,8500.0
Ad id 194082444,apartment,130.0,3,2,5,,no,cairo,shorouk city,1100000.0
Ad id 194360931,apartment,160.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1850000.0
Ad id 194146460,apartment,160.0,3,1,1,no,yes,cairo,new cairo - el tagamoa,8500.0
Ad id 194113224,apartment,145.0,3,1,1,no,no,cairo,new cairo - el tagamoa,1825000.0
Ad id 193162576,apartment,230.0,3,3,9,yes,yes,alexandria,smoha,20000.0
Ad id 194161727,apartment,150.0,3,2,2,yes,yes,giza,6th of october,9000.0
Ad id 194251038,studio,56.0,1,1,ground,no,yes,cairo,madinaty,4500.0
Ad id 194362019,apartment,166.0,3,2,ground,,no,cairo,new cairo - el tagamoa,4900000.0
Ad id 192571779,apartment,2.0,4,3,4,no,yes,cairo,madinaty,9000.0
Ad id 194354944,apartment,180.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194281451,apartment,200.0,3,3,1,,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 193950081,apartment,130.0,3,1,4,no,yes,alexandria,moharam bik,12000.0
Ad id 194283865,apartment,125.0,2,2,3,,no,cairo,new cairo - el tagamoa,935000.0
Ad id 194324081,apartment,140.0,2,2,4,no,no,alexandria,nakheel,395000.0
Ad id 194300689,apartment,120.0,2,1,1,no,yes,cairo,sheraton,8000.0
Ad id 194316346,apartment,99.0,2,1,4,yes,yes,cairo,rehab city,13000.0
Ad id 194227401,apartment,100.0,2,2,ground,yes,yes,cairo,hadayek helwan,6000.0
Ad id 194319025,apartment,141.0,3,2,3,no,no,cairo,mostakbal city,1900000.0
